iter	Logloss
462	0.3141730229
463	0.3137010733
464	0.3133918444
465	0.3131382465
466	0.3127917051
467	0.3126498461
468	0.3123908043
469	0.3120904565
470	0.3116481105
471	0.311331888
472	0.3110092481
473	0.3107470473
474	0.3105423053
475	0.3102425933
476	0.3100174665
477	0.3097508351
478	0.3095026414
479	0.3092767795
480	0.3089387218
481	0.3087391059
482	0.3084243139
483	0.3082640568
484	0.3081144889
485	0.3079204162
486	0.3076179822
487	0.3072609703
488	0.3072086573
489	0.3069161574
490	0.3066620429
491	0.3064682682
492	0.3060485721
493	0.3057793776
494	0.3053441445
495	0.305135568
496	0.3047837814
497	0.304377834
498	0.3040749232
499	0.3040352265
500	0.3038427035
501	0.3034924269
502	0.3032522599
503	0.3029199044
504	0.3026635448
505	0.3024559816
506	0.302099069
507	0.3018526832
508	0.301699539
509	0.3015123407
510	0.301449875
511	0.3013905287
512	0.3010787368
513	0.3008060455
514	0.3004194895
515	0.2999926011
516	0.2998228868
517	0.2995051146
518	0.2992011309
519	0.2990306815
520	0.2987419566
521	0.298487246
522	0.2981470823
523	0.2978817622
524	0.297314167
525	0.2971258561
526	0.2969808777
527	0.296673576
528	0.2962964972
529	0.2958738009
530	0.2956583699
531	0.2955392798
532	0.2953102986
533	0.2950648467
534	0.2947369218
535	0.29454573
536	0.2944177985
537	0.2942397594
538	0.293954889
539	0.2938417196
540	0.2937247157
541	0.2932813764
542	0.2928704818
543	0.2924828529
544	0.292416811
545	0.292348822
546	0.292189916
547	0.2919521133
548	0.2915395101
549	0.2913310925
550	0.2911287149
551	0.2908328573
552	0.2903759678
553	0.290117979
554	0.2897679011
555	0.2894740105
556	0.2893354694
557	0.2890536785
558	0.2887668014
559	0.2885258396
560	0.2883019447
561	0.287923197
562	0.2877921859
563	0.2874364456
564	0.2872228821
565	0.2867066662
566	0.2865853707
567	0.2865339716
568	0.2861620585
569	0.2860087951
570	0.2858743668
571	0.2855122487
572	0.2852053444
573	0.2850183249
574	0.2846690814
575	0.284484446
576	0.2840955257
577	0.2838347356
578	0.2836448749
579	0.2833421628
580	0.2830777168
581	0.2828379869
582	0.2827627858
583	0.28264153
584	0.2823188901
585	0.2820148269
586	0.281742394
587	0.2814234495
588	0.2812564373
589	0.2807614009
590	0.2805211544
591	0.2803890308
592	0.280172348
593	0.2798975706
594	0.279708604
595	0.2795217832
596	0.2792984645
597	0.2789570888
598	0.2786816756
599	0.2784665028
600	0.2782862186
601	0.2779102325
602	0.2776736617
603	0.2775472999
604	0.2772692839
605	0.2771817048
606	0.276972731
607	0.2767992417
608	0.2765731812
609	0.2764600515
610	0.2762204806
611	0.2760469913
612	0.2759436965
613	0.2757310271
614	0.2755595247
615	0.2753751477
616	0.2753034433
617	0.2750989993
618	0.2749741077
619	0.2747783065
620	0.2746232748
621	0.2743516763
622	0.2741049329
623	0.2737549941
624	0.2734093269
625	0.2731717229
626	0.272923549
627	0.2726475596
628	0.2725557884
629	0.2723818024
630	0.2718668381
631	0.2717001041
632	0.2715205352
633	0.2712825735
634	0.2710889975
635	0.2707386414
636	0.2706257105
637	0.2705481847
638	0.2702936331
639	0.2698705196
640	0.2697095474
641	0.2696022391
642	0.2694242001
643	0.2692861954
644	0.2690378428
645	0.2689074278
646	0.2687411706
647	0.2685954769
648	0.2683639526
649	0.2679525415
650	0.2676871022
651	0.2675428192
652	0.2673634688
653	0.2671794097
654	0.2668818633
655	0.2667136391
656	0.2665941715
657	0.2664332191
658	0.2661746144
659	0.2660359343
660	0.265834868
661	0.2656395435
662	0.2652676503
663	0.2651196122
664	0.2648987373
665	0.2647842964
666	0.2645898064
667	0.2643877268
668	0.2642339269
669	0.2641373475
670	0.2638556759
671	0.263611575
672	0.2634751002
673	0.2633558909
674	0.2632363637
675	0.2629477382
676	0.2626983722
677	0.2626529733
678	0.2625531157
679	0.2623548706
680	0.2623065313
681	0.2620827357
682	0.261987408
683	0.2616806825
684	0.2614491185
685	0.2612356544
686	0.2609837055
687	0.260511597
688	0.2602987885
689	0.2599905729
690	0.2598074476
691	0.259530743
692	0.2592012684
693	0.2590452035
694	0.2588846684
695	0.2587547302
696	0.258577625
697	0.2583610217
698	0.2580761313
699	0.2579572996
700	0.2575976054
701	0.2573825916
702	0.2571856181
703	0.2570530375
704	0.2569332123
705	0.2567630808
706	0.2564839522
707	0.2562593222
708	0.2560971578
709	0.2559050719
710	0.2557626963
711	0.2556754549
712	0.2556036115
713	0.2554616531
714	0.2553069592
715	0.2550528049
716	0.2548604608
717	0.2547508478
718	0.2544666926
719	0.2542225122
720	0.2540727854
721	0.2539621194
722	0.2538228432
723	0.2536681096
724	0.2535535097
725	0.2533973257
726	0.2532840967
727	0.2530168891
728	0.2528461218
729	0.2525604765
730	0.2523148656
731	0.2521618803
732	0.2520011266
733	0.2518464526
734	0.2515671849
735	0.2513446013
736	0.2511360248
737	0.2509213289
738	0.2507696549
739	0.250589331
740	0.2505298654
741	0.2502960563
742	0.2502640883
743	0.2502026161
744	0.2501130501
745	0.2498912414
746	0.2496633927
747	0.2495012681
748	0.2493259112
749	0.2491038442
750	0.2488311927
751	0.2485299905
752	0.248253723
753	0.2479830186
754	0.2477190097
755	0.2475999991
756	0.247563084
757	0.2473248442
758	0.2470165888
759	0.2469745676
760	0.2468124231
761	0.2467481693
762	0.246544679
763	0.2464066346
764	0.2462076743
765	0.2460685571
766	0.2459079027
767	0.2457924684
768	0.2456611792
769	0.2455684741
770	0.2453843951
771	0.2451944153
772	0.245049874
773	0.2448172967
774	0.2445720236
775	0.2442830404
776	0.2440605164
777	0.2439125379
778	0.2435702682
779	0.243417422
780	0.2432649136
781	0.2430591981
782	0.2428591649
783	0.2425968647
784	0.2421471675
785	0.2419289748
786	0.2417623997
787	0.24152414
788	0.2413066626
789	0.241125981
790	0.240781645
791	0.2405912479
792	0.2403528492
793	0.2401929498
794	0.2400325139
795	0.2398331563
796	0.2394968271
797	0.2392582099
798	0.2391036153
799	0.2389733593
800	0.2388379574
801	0.2386826873
802	0.2386030753
803	0.2384628455
804	0.2382895152
805	0.2381587823
806	0.2380538384
807	0.2378561497
808	0.2375508547
809	0.2374708255
810	0.2372551362
811	0.2371152441
812	0.2369401058
813	0.2367377679
814	0.2366743088
815	0.2365265687
816	0.2364273667
817	0.2362205982
818	0.2359724045
819	0.2357163032
820	0.2355417411
821	0.2353448073
822	0.2352558374
823	0.2350737055
824	0.2348358234
825	0.2347468138
826	0.2346674204
827	0.2345119913
828	0.2343819141
829	0.234200716
830	0.2340336243
831	0.2338411411
832	0.2337245146
833	0.2335639
834	0.2333799005
835	0.2331941525
836	0.2330420017
837	0.232787927
838	0.232505242
839	0.2322420677
840	0.2319879532
841	0.2318077087
842	0.2316444715
843	0.231561621
844	0.2313845158
845	0.2311392625
846	0.2310263316
847	0.2308651209
848	0.2305232485
849	0.2303976814
850	0.2302878698
851	0.230150044
852	0.2298618952
853	0.2295550108
854	0.2294998566
855	0.2293260098
856	0.2291557789
857	0.2289920648
858	0.2288678885
859	0.2287315528
860	0.2285092473
861	0.2282888691
862	0.2281570435
863	0.2279666066
864	0.2276609143
865	0.2276249727
866	0.2274705172
867	0.2272827228
868	0.2269982298
869	0.2267810106
870	0.2266348402
871	0.2264552116
872	0.2263060411
873	0.2261871696
874	0.2259625991
875	0.2257166505
876	0.225440224
877	0.2252838612
878	0.2251692414
879	0.2249977986
880	0.2248780131
881	0.2247840762
882	0.2246693174
883	0.2244021495
884	0.224235634
885	0.2240819335
886	0.2239719828
887	0.2238022486
888	0.2236487071
889	0.2234022617
890	0.2232058446
891	0.2231487036
892	0.223057727
893	0.2229068677
894	0.2227985859
895	0.2227251728
896	0.2226641377
897	0.2225615581
898	0.2224404414
899	0.2223270734
900	0.222061197
901	0.2218734423
902	0.2217917442
903	0.2216350238
904	0.2214117845
905	0.2213409543
906	0.2211478154
907	0.2209226489
908	0.2208102743
909	0.2205227415
910	0.2204373082
911	0.2202941179
912	0.2201155225
913	0.2199024558
914	0.2197384437
915	0.2195825179
916	0.2194871306
917	0.2193134824
918	0.2191402515
919	0.2190980117
920	0.2189218998
921	0.2187398275
922	0.2186359366
923	0.2184341749
924	0.2182730635
925	0.2180768251
926	0.2178533276
927	0.21763738
928	0.2173937162
929	0.2171695232
930	0.2170503139
931	0.2168952624
932	0.2165921132
933	0.2163344423
934	0.2161848148
935	0.2159064611
936	0.2157698075
937	0.2156044841
938	0.2155747414
939	0.2154658238
940	0.215404133
941	0.2151723703
942	0.2149302959
943	0.2147810857
944	0.2147234281
945	0.2146755854
946	0.214617153
947	0.2144850095
948	0.2143648068
949	0.2142603199
950	0.2140709559
951	0.2139886022
952	0.2139321963
953	0.2137384415
954	0.2136236032
955	0.2133885622
956	0.2133404811
957	0.213140885
958	0.212967356
959	0.2128320535
960	0.2127752304
961	0.2126668692
962	0.2125145992
963	0.2122543653
964	0.2120988766
965	0.2119325797
966	0.2117774884
967	0.2116998434
968	0.2115869125
969	0.2113881906
970	0.2112615705
971	0.2111857335
972	0.211040775
973	0.210940063
974	0.2108805577
975	0.2108074824
976	0.2106425365
977	0.2104514241
978	0.2102252245
979	0.2101016045
980	0.2099067767
981	0.2096614242
982	0.209529678
983	0.2093151808
984	0.2091768583
985	0.208983918
986	0.2088459134
987	0.2087436517
988	0.2086064816
989	0.2083718975
990	0.2082659006
991	0.2081843615
992	0.2080862721
993	0.2079660892
994	0.2078335484
995	0.2078103224
996	0.2076808612
997	0.2073905468
998	0.20723478
999	0.2070433895
